"full_text","id_str","created_at","username","user_id_str","lang","location","quote_count","reply_count","retweet_count","favorite_count","tweet_url","mentions","mention_count","source","target"
"Surat Terbuka untuk @nahdlatululama . By. Cendekiawan @muhammadiyah Mas Nurbani yusuf #Ramadan2024 #RamadanMubarak https://t.co/XEz4vjAME8","1.78e+32","2024-04-02 17:35:55+00:00","HurriKoRn","592670569.0","in","Chelsea elReal Juve ","0","2","36","104","https://x.com/HurriKoRn/status/1775215598521520589","nahdlatululama,muhammadiyah","2","HurriKoRn","nahdlatululama"
"Sampai saat ini saya masih ingin sahabat2 Kader Banteng @PDI_Perjuangan dari @nahdlatululama diantaranya Gus @nabilharoen @PagarNusa_NU @GunRomli @noeruzzaman @zuhairimisrawi dan lainnya Untuk tetap sehat dan berkah Saya tidak bisa berkata apa apa tetap semangat.","1.78e+32","2024-04-02 18:18:18+00:00","Simbok_Dharmi","1.51e+32","in","Jawa Timur, Indonesia","0","0","1","14","https://x.com/Simbok_Dharmi/status/1775226265257349268","PDI_Perjuangan,nahdlatululama,nabilharoen,PagarNusa_NU,GunRomli,noeruzzaman,zuhairimisrawi","7","Simbok_Dharmi","PDI_Perjuangan"
"@Soraya__X @CutSarina5 @CC @nahdlatululama @muhammadiyah @MUIPusat Ga semuanya bisa kalian nilai. Man jaa_a bil hasanati falahuu 'asyru amtsaalihaa wa man jaa_a bis_sayyiati falaa yujzaa illaa mitlahaa wa hum laa yuzhlamuun. (Akhir Surat 6) Juri bukan kal","1.78e+32","2024-04-02 19:10:34+00:00","Raefidyan2","1.33E+47","in","Kota Semarang, Jawa Tengah","0","1","0","0","https://x.com/Raefidyan2/status/1775239420029145181","Soraya__X,CutSarina5,CC,nahdlatululama,muhammadiyah,MUIPusat","6","Raefidyan2","Soraya__X"
"@Soraya__X @CutSarina5 @CC @nahdlatululama @muhammadiyah @MUIPusat illaa mitslahaa Kurang nambah huruf s","1.78e+32","2024-04-02 19:11:14+00:00","Raefidyan2","1.33E+47","in","Kota Semarang, Jawa Tengah","0","0","0","0","https://x.com/Raefidyan2/status/1775239587121725912","Soraya__X,CutSarina5,CC,nahdlatululama,muhammadiyah,MUIPusat","6","Raefidyan2","Soraya__X"
"@armanhermawan3 @alisyarief @nahdlatululama Mau nggak percaya tapi kenyataannya begitu. Mayoritas kira2 begitu Semoga tak lama pada segera bisa lihat kenyataan sejelas2nya","1.78e+32","2024-04-03 00:16:14+00:00","Slilit_kyai","1.08e+32","in","Kota Magelang, Jawa Tengah","0","0","0","0","https://x.com/Slilit_kyai/status/1775316341454766080","armanhermawan3,alisyarief,nahdlatululama","3","Slilit_kyai","armanhermawan3"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Salah sendiri Hijab gak dipakai sebagaimana mestinya. anak belom bakhil/mens dah diijabin.. masih bayi dan TK dah dihijabin.. sok2an gt tanpa dikasih tahu esensi nya. Bgitu pacaran pada main batangan..","1.78E+47","2024-04-03 00:23:45+00:00","Mmm06950675","9.98e+31","in","Ngawi, Indonesia","0","0","0","0","https://x.com/Mmm06950675/status/1775318236193800408","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","Mmm06950675","OktermanLkmn"
"Astaghfirullah ... @nahdlatululama @cholilnafis malu dan sedih nih Kyai Hasyim Ashari kalo masih hidup eh anak turunannya gmn reaksinya yak?","1.78e+32","2024-04-03 00:29:52+00:00","yulian667192","1.6e+32","in","","0","0","0","0","https://x.com/yulian667192/status/1775319774412915104","nahdlatululama,cholilnafis","2","yulian667192","nahdlatululama"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Yg brengseknya yg makein pakaian tsb","1.78e+32","2024-04-03 00:47:29+00:00","akubudi2K","1.66e+32","in","","0","0","0","2","https://x.com/akubudi2K/status/1775324207385391157","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","akubudi2K","OktermanLkmn"
"Bank keliling rentenir riba sebenarnya yg harus dibasmi. @MUIPusat @muhammadiyah @nahdlatululama @info_persis @pbmathlaulanwar","1.78e+32","2024-04-03 00:50:18+00:00","ym_patih","154538276.0","in","","0","0","0","0","https://x.com/ym_patih/status/1775324914624680294","MUIPusat,muhammadiyah,nahdlatululama,info_persis,pbmathlaulanwar","5","ym_patih","MUIPusat"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Itu pembunuh loh.. astagfirullah.. nyawa orang..","1.78e+32","2024-04-03 00:56:48+00:00","kyasfiya","1.12e+32","in","","0","0","0","1","https://x.com/kyasfiya/status/1775326551070081108","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","kyasfiya","OktermanLkmn"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Bagaimana penampilan saat melakukan kejahatan seharusnya bgtulah penampilan saat penangkapan maupun saat konpers... Gunanya agar masyarakat tau bgmn kondisi sbnrnya pelaku kejahatan ","1.78e+32","2024-04-03 01:37:43+00:00","Kaleng_Kaleng75","392814136.0","in","Donggala,palu,indonesia.","0","0","0","1","https://x.com/Kaleng_Kaleng75/status/1775336849822953773","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","Kaleng_Kaleng75","OktermanLkmn"
"@ApakEdo72 @OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Sangat setuju agar masyarakat tau bgmn sikon pelaku dlm lingkungan","1.78e+32","2024-04-03 01:44:15+00:00","Kaleng_Kaleng75","392814136.0","in","Donggala,palu,indonesia.","0","0","0","1","https://x.com/Kaleng_Kaleng75/status/1775338492102578368","ApakEdo72,OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","5","Kaleng_Kaleng75","ApakEdo72"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Ancen tai ","1.78e+32","2024-04-03 02:01:58+00:00","raditaman875","1.76e+32","en","","0","0","0","0","https://x.com/raditaman875/status/1775342950266110158","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","raditaman875","OktermanLkmn"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama outfit lagi sidang (apapun perkaranya) : 1. L : baju hem putih celana hitam kopiah 2. P : hijab baju gamis didandani versi apapun bila hatinya busuk &amp; jahat tetap aja kriminil","1.78e+32","2024-04-03 02:10:57+00:00","wahjebrett","78638136.0","in","","0","0","0","1","https://x.com/wahjebrett/status/1775345212673630382","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","wahjebrett","OktermanLkmn"
" Islam dan Ukhuwah Bersama Ketua Pengurus Besar Nahdlatul Ulama (PBNU) KH Ulil Abshar Abdalla #PesanRamadan tentang Persaudaraan Dialog Toleransi dan Koeksistensi. Kerja sama Majelis Hukama Muslimin cabang Indonesia bersama Radio Elshinta. @MuslimElders @muslimelders_id https://t.co/nq6mGZzFqr","1.78e+32","2024-04-03 02:47:45+00:00","RadioElshinta","121640063.0","in","","0","0","2","3","https://x.com/RadioElshinta/status/1775354474762297833","MuslimElders,muslimelders_id","2","RadioElshinta","MuslimElders"
"Aduhai bodohnya yang boleh berpolitik emang cuma ormas Islam NU?","1.78E+31","2024-04-03 03:11:50+00:00","helmi_stbd","1.14E+31","in","Bagelen, Indonesia","0","0","1","1","https://x.com/helmi_stbd/status/1775360534449365071","","0","helmi_stbd",""
"@kruwik_1209 Muhammadiyah dan Nahdlatul Ulama adalah 2 sayap Garuda Bangsa Indonesia... Yg tak boleh patah salah satunya. Muhammadiyah adalah kakak kandung Nahdlatul Ulama.","1.78E+47","2024-04-03 03:16:47+00:00","hilalmultibiz","1428268932.0","in","INDONESIA","0","0","0","3","https://x.com/hilalmultibiz/status/1775361778425405575","kruwik_1209","1","hilalmultibiz","kruwik_1209"
"nu ormas apaan","1.78E+31","2024-04-03 03:32:31+00:00","FAMaradjabessy","1607918839.0","in","","0","1","0","0","https://x.com/FAMaradjabessy/status/1775365740243398877","","0","FAMaradjabessy",""
"NU Care-LAZISNU bersama Althouri-Silwan Women Center (AWC) kembali menyalurkan bantuan makanan buka puasa untuk ratusan masyarakat di Masjid Al Aqsa Jerusalem Palestina #NUPeduli #Palestina #Gaza #NahdlatulUlama #LAZISNU #NUCARE https://t.co/wWQVDz73BI","1.78e+32","2024-04-03 04:02:31+00:00","nucare_lazisnu","463330666.0","in","Jakarta Pusat, DKI Jakarta","1","0","3","9","https://x.com/nucare_lazisnu/status/1775373287201349709","","0","nucare_lazisnu",""
"@BANGSAygSUJUD @cakimiNOW @DPP_PKB @prabowo @gibran_tweet Koyok gk tau organisasi adak no. Pkb yo pkb nu yo nu. Pkb iku politik nu iku ormas kok kembali kepangkuan nu.. Piye to mas","1.78E+31","2024-04-03 04:16:37+00:00","HandokoDjuli","1.54E+31","in","","0","0","0","0","https://x.com/HandokoDjuli/status/1775376836685709625","BANGSAygSUJUD,cakimiNOW,DPP_PKB,prabowo,gibran_tweet","5","HandokoDjuli","BANGSAygSUJUD"
"Nahdlatul Ulama (NU) RUSAK","1.78E+47","2024-04-03 05:22:04+00:00","MamanPiyul","1.75E+47","in","","0","0","0","0","https://x.com/MamanPiyul/status/1775393305955901895","","0","MamanPiyul",""
"Logo dan Makna Logo Konferensi Cabang Nahdlatul Ulama Cilacap Tahun 1445 H/2024 M. Rencananya akan digelar pada Sabtu-Ahad 10-11 Syawal 1445 H / 20-21 April 2024 M di Gedung Pusdiklat PCNU Cilacap. #konfercabnucilacap #konfercabnucilacap2024 #nucilacaponline #nucilacap https://t.co/jWvlw6x3UW","1.78e+32","2024-04-03 05:22:59+00:00","nucilacaponline","1.23e+32","in","Cilacap Jawa Tengah Indonesia","0","0","0","1","https://x.com/nucilacaponline/status/1775393539641495741","","0","nucilacaponline",""
" PENUH LAILATUL QODAR Tahun ini RAMADHAN yg indah karena 10 hari terakhir ada penuh LAILATUL QODAR 1. Malam ganjil @muhammadiyah 2. Malam ganjil @nahdlatululama Jadi kalau gk kebagian malam ganjil @muhammadiyah masih ada malam ganjil @nahdlatululama pokok e semua kebagian https://t.co/UfewyhN1dn","1.78e+32","2024-04-03 06:10:51+00:00","gus_muslih","1.56e+32","in","","2","4","5","27","https://x.com/gus_muslih/status/1775405585158287578","muhammadiyah,nahdlatululama,muhammadiyah,nahdlatululama","4","gus_muslih","muhammadiyah"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Kenapa sih nggak ada yang protes ini padahal ini salah satu pelecehan terhadap islam","1.78e+32","2024-04-03 07:31:24+00:00","sangkurian44","1.59E+47","in","","0","0","0","1","https://x.com/sangkurian44/status/1775425856560853376","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","sangkurian44","OktermanLkmn"
"@ojek_ngalong @OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama @ListyoSigitP tolong diperhatikan dan dihormati tuntutan masyarakat. Meskipun tersangka yg meminta jangan diijinkan","1.78e+32","2024-04-03 07:56:42+00:00","Safri70","1.29e+32","in","","0","0","0","3","https://x.com/Safri70/status/1775432220846776506","ojek_ngalong,OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama,ListyoSigitP","6","Safri70","ojek_ngalong"
"Semangat kolaborasi Danone AQUA dengan Masjid Raya Sheikh Zayed telah sesuai dengan tema peringatan 1 Abad NU yakni Merawat Jagat Membangun Peradaban yang jadi spirit Nahdlatul Ulama dalam menyambut abad kedua. Semoga upaya-upaya positif dalam menjaga kelestarian lingkungan https://t.co/D2aT9z7pVi","1.78e+32","2024-04-03 08:07:54+00:00","mulanbilqis","1138727688.0","in","twitter.com","0","0","3","6","https://x.com/mulanbilqis/status/1775435041499431008","","0","mulanbilqis",""
"Di Indonesia lebih populer wahdatal Wujud dibandingkan wahdatal suhud terutama ajaran para ulama-ulama tua Jawa Nahdlatul Ulama.","1.78e+32","2024-04-03 08:43:34+00:00","helmi_stbd","1.14e+32","in","Bagelen, Indonesia","0","0","1","2","https://x.com/helmi_stbd/status/1775444017372975524","","0","helmi_stbd",""
"@never_alonely Pendatang yg arogan tak menghormati adat budaya agama setempat taklayak diterima Bank keliling rentenir riba sebenarnya yg harus dibasmi. @MUIPusat @muhammadiyah @nahdlatululama @info_persis @pbmathlaulanwar","1.78e+32","2024-04-03 08:56:47+00:00","ym_patih","154538276.0","in","","0","4","9","41","https://x.com/ym_patih/status/1775447344563331164","never_alonely,MUIPusat,muhammadiyah,nahdlatululama,info_persis,pbmathlaulanwar","6","ym_patih","never_alonely"
"Lemah teles Gusti Allah seng mbales. #santri #kiai #pesantren #nahdlatululama #pbnu https://t.co/L6DtVldbmT","1.78e+32","2024-04-03 08:57:41+00:00","nahdiyinbersatu","625713964.0","in","Indonesia","0","0","1","9","https://x.com/nahdiyinbersatu/status/1775447569860321335","","0","nahdiyinbersatu",""
"@ilhampurnama887 Probabilitasnya 99 9999999 % ormas keagamaan --&gt; @nu_online","1.78E+31","2024-04-03 11:56:31+00:00","penyebaracun","188402977.0","in","Malang","0","0","0","2","https://x.com/penyebaracun/status/1775492575350399124","ilhampurnama887,nu_online","2","penyebaracun","ilhampurnama887"
"@NenkMonica @nahdlatululama @muhammadiyah Mana tokoh dan profesor dari ormas NU dan Muhammadiyah ?","1.78E+47","2024-04-03 12:02:43+00:00","MgmPtmgm","7.93e+31","in","Jakarta Timur, DKI Jakarta","0","0","1","1","https://x.com/MgmPtmgm/status/1775494133618201032","NenkMonica,nahdlatululama,muhammadiyah","3","MgmPtmgm","NenkMonica"
"@WANGTA0ZI @ellabahamady Hahahaha tapi dulu waktu kecil aku mikirnya malah muhammadiyah atau NU itu aliran islam pas remaja dan belajar lebih banyak baru tau kalo asalnya malah dari partai dan berubah jadi ormas. Tambah kaget pas tau kalo cuuma ada di ind","1.78E+31","2024-04-03 12:12:01+00:00","berlarian","2812923546.0","in","","0","1","0","1","https://x.com/berlarian/status/1775496476770304207","WANGTA0ZI,ellabahamady","2","berlarian","WANGTA0ZI"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Jadi inget ada terdakwa korupsi nonis tp dia disuruh pake peci katanya bisa ringanin hukuman wkwk","1.78e+32","2024-04-03 12:12:53+00:00","deer_wi","2994119988.0","in","Indonesia","0","0","0","1","https://x.com/deer_wi/status/1775496694035255462","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","deer_wi","OktermanLkmn"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Astagfirullah ","1.78e+32","2024-04-03 12:55:13+00:00","cecepcahya108","1.74e+32","in","","0","0","0","0","https://x.com/cecepcahya108/status/1775507348184064402","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","cecepcahya108","OktermanLkmn"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Parah bener.. jd pelecehan thd simbol2 agama.","1.78E+47","2024-04-03 13:36:01+00:00","whitelily1303","496932014.0","in","Cilegon, Indonesia","0","0","0","1","https://x.com/whitelily1303/status/1775517613499806153","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","whitelily1303","OktermanLkmn"
"@ellabahamady Jangankan di mekkah di sini aja beda ormas beda cara nya. Kyk doa Qunut subuh aku ga pernah lakuin kecuali pernah jamaah di masjid NU. Terus aku cerita kalau di MU orang meninggal ga diadzankan di liang lahatnya pada kaget","1.78E+31","2024-04-03 14:15:58+00:00","susukucingmurni","1.15E+31","in","DKI Jakarta, Indonesia","0","1","0","1","https://x.com/susukucingmurni/status/1775527666600591484","ellabahamady","1","susukucingmurni","ellabahamady"
"Tahun 1990 saya masih usia 16th Ngajar di Mandarasah Ngibtida'iyah Al-ma'arif @nahdlatululama digaji Rp 6.750 - Ongkos angkot kuliah masih Rp 300 - Walaupun sejak 1987 saya ratu pentas setiap kegiatan 17an dan PHBN Saya nggak gendeng joget2 hanya karena di rekrut jadi PNS.","1.78e+32","2024-04-03 14:23:08+00:00","Simbok_Dharmi","1.51e+32","in","Jawa Timur, Indonesia","0","2","0","10","https://x.com/Simbok_Dharmi/status/1775529472697270661","nahdlatululama","1","Simbok_Dharmi","nahdlatululama"
"@ellabahamady Setuju kak pasti kl aku cerita gini pada kaget. Aku diajarin ortu dan value keluarga besar itu tetep pegang prinsip tp terus belajar dan temenan sama siapapun. Sampe skrg punya temen dari berbagai ormas Islam selain MU dan NU ada Persis trs ","1.78E+31","2024-04-03 15:07:02+00:00","nilapanils","1.59E+31","in","Allah Earth","0","1","0","0","https://x.com/nilapanils/status/1775540518887547039","ellabahamady","1","nilapanils","ellabahamady"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Halah orang nya aja itu dah lama kasus kek gini","1.78e+32","2024-04-03 15:11:03+00:00","haloooo15655","1.68E+48","in","Depok, Indonesia","0","0","0","0","https://x.com/haloooo15655/status/1775541530583019770","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","haloooo15655","OktermanLkmn"
"@gus_muslih @muhammadiyah @nahdlatululama Berdoa kau muslih biar CONGOR mu gak busuk kebanyakan isap TITID","1.78E+47","2024-04-03 18:21:40+00:00","sipalingleluhur","1.57e+32","in","","0","0","0","1","https://x.com/sipalingleluhur/status/1775589499168502052","gus_muslih,muhammadiyah,nahdlatululama","3","sipalingleluhur","gus_muslih"
"@ym_patih @never_alonely @MUIPusat @muhammadiyah @nahdlatululama @info_persis @pbmathlaulanwar yang suka hutang juga harusnya tau diri","1.78e+32","2024-04-03 20:45:10+00:00","MPrimbon","1.52e+32","in","Amukti Palapa","0","1","0","0","https://x.com/MPrimbon/status/1775625613518516226","ym_patih,never_alonely,MUIPusat,muhammadiyah,nahdlatululama,info_persis,pbmathlaulanwar","7","MPrimbon","ym_patih"
"Khudori dari Nahdlatul Ulama yang menyampaikan bahwa jalinan komunikasi yang baik dengan Kemenko PMK selama ini memudahkan konsolidasi dan pendampingan seraya berharap agar hal yang sudah bagus terus dijaga dan ditingkatkan.","1.78e+32","2024-04-03 20:50:47+00:00","revmen_id","3680646260.0","in","Indonesia","0","1","0","0","https://x.com/revmen_id/status/1775627026336284748","","0","revmen_id",""
"Banyak perjuangan ummat Islam dalam sejarah Islam terjadi waktu puasa Ramadan; penaklukan kota Mekkah terjadi di bulan Ramadan. https://t.co/xUM5snBSc2 #MasudSaid #ISNUJawaTimur #NahdlatulUlama #MbahHasyim #ResolusiJihad","1.78e+32","2024-04-03 21:53:04+00:00","ngopibareng_id","1.29e+32","in","Surabaya","0","0","0","0","https://x.com/ngopibareng_id/status/1775642702899712397","","0","ngopibareng_id",""
"@FitrahDharul @abwnewsco @bengkeldodo @ajengcute16__ @are_inismyname @andre_rosiade @Lembayung071 @Kimberley_2024 @PartaiSocmed @Heraloebss @RaisaTjokrodnta @grace_nat @aniesbaswedan @cakimiNOW @NasDem @PKSejahtera @DPP_PKB @nahdlatululama @muhammadiyah @","1.78e+32","2024-04-04 00:04:16+00:00","Bean781","1.24e+32","in","Sidoarjo, Indonesia","0","0","0","0","https://x.com/Bean781/status/1775675717549781046","FitrahDharul,abwnewsco,bengkeldodo,ajengcute16__,are_inismyname,andre_rosiade,Lembayung071,Kimberley_2024,PartaiSocmed,Heraloebss,RaisaTjokrodnta,grace_nat,aniesbaswedan,cakimiNOW,NasDem,PKSejahtera,DPP_PKB,nahdlatululama,muhammadiyah,Timnasamiin,DPR_RI,KPU_ID,dkppri,mprgoid","24","Bean781","FitrahDharul"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Ini sudah menjadi pertanyaan saya sudah begitu lama. https://t.co/blHfBYGgma","1.78e+32","2024-04-04 00:29:57+00:00","AMahdlor","1.57e+32","in","","0","0","0","0","https://x.com/AMahdlor/status/1775682181098275313","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","4","AMahdlor","OktermanLkmn"
"Tmpkya pengurus @nahdlatululama trsbt sdkt kurang kerjaan Cb oleh sdr @cakimiNOW diberi sdkt motivasi agar berani jualan seblak kuah di bazzar takjil Kan bs bikin oknum trsbt jd pedes kenyal ","1.78e+32","2024-04-04 02:05:34+00:00","abuyahany","1.43e+32","in","TASIKMALAYA KOTA","0","0","3","3","https://x.com/abuyahany/status/1775706246613811407","nahdlatululama,cakimiNOW","2","abuyahany","nahdlatululama"
"@OktermanLkmn @Maha_Bhisma @MUIPusat @muhammadiyah @nahdlatululama Pingin ngomong ANJING ke yg dandanin tapi gak tega gw...","1.78e+32","2024-04-04 02:07:58+00:00","jakapujakesuma1","1.26e+32","in","Under The Blue Sky ","0","1","2","2","https://x.com/jakapujakesuma1/status/1775706847024197780","OktermanLkmn,Maha_Bhisma,MUIPusat,muhammadiyah,nahdlatululama","5","jakapujakesuma1","OktermanLkmn"
"@jakapujakesuma1 @OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama ","1.78e+32","2024-04-04 02:22:46+00:00","Maha_Bhisma","1.61e+32","qme","","0","0","0","1","https://x.com/Maha_Bhisma/status/1775710574032347340","jakapujakesuma1,OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama","5","Maha_Bhisma","jakapujakesuma1"
"ketemu pengurus pondok sudah sepuh. dan ternyata beliau lulusan doktor ilmu manajemen. wah keren masuk doktornya pas umur 40th. lulus umur 45. ponpesnya dibawah @nahdlatululama tp pengurusnya rerata sudah S2. inisih rasanya spt ponpesnya @muhammadiyah ","1.78e+32","2024-04-04 02:58:15+00:00","direktoridosen","1901591046.0","in","Kota Bengkulu, Indonesia","0","0","1","10","https://x.com/direktoridosen/status/1775719501310595354","nahdlatululama,muhammadiyah","2","direktoridosen","nahdlatululama"
"@OktermanLkmn @MUIPusat @muhammadiyah @nahdlatululama Babi kalian terus saja menista Islam yth @MUIPusat @muhammadiyah kalau kalian diam saja? 🇲🇨 @m_dinsyamsuddin @Hilmi28 @hnurwahid","1.78e+32","2024-04-04 03:31:46+00:00","YoezZar","1.33e+32","in","Bogor Selatan, Indonesia","0","0","0","1","https://x.com/YoezZar/status/1775727939038122048","OktermanLkmn,MUIPusat,muhammadiyah,nahdlatululama,MUIPusat,muhammadiyah,m_dinsyamsuddin,Hilmi28,hnurwahid","9","YoezZar","OktermanLkmn"
